review,stars
"Nespresso Capsules VertuoLine, the latest offering from the well-known coffee machine and capsule brand, has received much attention from coffee aficionados worldwide. As a coffee enthusiast, I have been keen on exploring this new system and its promises of an enhanced coffee experience. In this review, I will critically examine the VertuoLine capsules, considering factors such as taste, variety, cost, and environmental impact.

Taste and Quality:
The VertuoLine capsules are designed to be used with Nespresso's VertuoLine machines, which utilize a unique centrifugal brewing technology to extract the coffee. This process promises a richer, creamier coffee with a natural crema. While the coffee does indeed boast a smooth, full-bodied taste and a visually appealing crema, some users may find that it lacks the intense, bold flavor that traditional espresso offers.

Variety:
Nespresso has an extensive range of VertuoLine capsules, which include a wide variety of espresso, double espresso, gran lungo, coffee, and alto coffee blends. They also offer seasonal and limited-edition capsules, catering to diverse taste preferences. However, the VertuoLine capsules are not compatible with OriginalLine machines, which means users will have to invest in a new machine to enjoy the VertuoLine experience.

Cost:
One major downside of the Nespresso VertuoLine capsules is the cost. These capsules are considerably more expensive than the OriginalLine capsules and significantly pricier than traditional ground coffee. While the convenience and quality of the coffee may justify the price for some, budget-conscious consumers may find it difficult to justify the expense. The price increased at least 10% this year.

Environmental Impact:
Nespresso has made efforts to address the environmental concerns surrounding single-use coffee capsules by using aluminum, which is infinitely recyclable. The company also offers a recycling program where customers can return used capsules to Nespresso boutiques or via a pre-paid postage bag. However, despite these initiatives, the environmental impact of single-use capsules remains a concern. Consumers looking for a more eco-friendly option might consider other brewing methods that produce less waste.

Conclusion:
The Nespresso VertuoLine capsules deliver a consistent and high-quality coffee experience with a wide variety of blends to choose from. However, the elevated cost, the need for a new machine, and the environmental impact of single-use capsules may deter some potential users. While the VertuoLine capsules can be a great choice for those who prioritize convenience and variety, they may not be the best fit for everyone, especially those seeking a more traditional espresso flavor or a more sustainable brewing method.",1
"The price $$$$$ is ridiculous 🙄
I start making my own with a real coffee machine with real coffee.
Is 100 % way better .
Less contamination at the planet this is to much waste 🗑 plus those capsule are made of aluminum NOT SAFE IT ALL FOR HEALTH.👎👎👎👎👎",1
"We've used the official cups we got when we bought our machine, and they're delicious. These cups here are definitely filled with the cheapest coffee they could buy in bulk, and packaged in a way to look official. The gold one especially, is incredibly watery, and tastes like instant coffee. Buy the official cups, these will disappoint you.",1
"When I ordered the Nespresso pods - I was lead to believe I would be receiving 10 pods of each flavor listed. Totaling 30 pods. However, I now have 30 pods of the same and I'm not sure I will like them. My Nespresso machine is new to me and I want to try the various flavors available. Soooo disappointed !!",1
"I’ve ordered 2x from this supplier, the same package. The second order…. Received Jan 8th, is far inferior to the product I’m used to. It tastes like diluted coffee… visually translucent.

I decided to scale my machine and replaced the carbon filter. Tried a second cup, and same results. Packaging looks the same. I’m left here scratching my head.",1
"Something is wrong with these pods. They tasted spoiled! All 3 packages tasted bad. I question if these really came from Nepresso or perhaps they were stored wrong they were very bitter sour. I called Amazon and told them to read the recent reviews and complaints regarding this coffee. They said they will investigate. I did receive a refund and will buy directly from Nespresso instead until this is resolved.",1
"Hice la compra del café intenso y me llegó el stormio, no es malo ninguno de los dos , pero me gusta más fuerte , no hago la devolución porque ya abrí una de las cajas y la compra fue de 3 cajas . Solamente le doy una estrella porque hicieron el empaque incorrectamente. Y no es justo que uno haga la compra de un café que le gusta y le llegue otro",1
"I was a loyal Nespresso customer but stopped drinking it for six months. When I resumed delivery, the quality was noticably different. The coffee was bitter and hardly drinkable. For the price, the quality should be consistent and delicious. I will not be reordering this product!",1
"I’m very familiar with the Melozio flavor. It’s my favorite and I’ve always purchased it directly from a Nesspresso store until now…
I tried purchasing that flavor through Amazon and it tasted terrible.
The seal on top of each pod was also loose and seemed to cause issues with the machine working properly.",1
"Ordered the Melozio. I have a few pods and wondered if I was getting sick because my coffee tasted off. It turns out I was fine but the pods weren’t. They expired six months ago.",1
"I noticed when I opened them, the sleeves were the dated October 2023. I called Nespresso as advised and a very monotoned, condescending representative explained that they have a shelf for 15 months. The date I was inquiring about is on the inside of the package. She only talked, did not listen or ask any questions. After the conversation I looked on the outside of the package and I see that this was actually the production date. Very poor customer service from Nespresso by phone.",2
"So far all of the Nexpresso capsules I’ve tried have weak flavor. Such a great machine and they provide such crap coffee for it.
Seriously if I wasn’t refilling the capsules with good coffee the machine would be worthless and I’d go back to pour over.",2
"Just keep in mind when you buy that this is going to make coffee not espresso, if you want a latte you’ll need the espresso or double espresso pods. I wish that was more clear.",2
"Not to happy with these. Watery, weak, and taste almost stale. Think I will only order from actual Nespresso site. Something seems off with these.",2
"I ordered these since the review was great. However, the pack seemed old taste of the coffee was not fresh at all. Quite disappointed.",2
"Two packages have now come with improperly vacuum sealed pods and they don’t work properly. The pod on the left in the photo is a normal pod to compare the improperly sealed pods. I will say, we absolutely love these pods and really hope this problem can be resolved.",2
"How anyone can call this good coffee has never had anything except starbucks..",2
"I opened my mail box and found two boxes of Nespresso pods taped together without any padding between or around them. One box looked like it had been dropped on a corner, and I could hear the pods rattling around inside the box. When I opened the box, half of the pods were dented and the rims were bent. I straightened out the rim, put it in my machine, and pressed start. My Nespresso machine performed the initial spin up and then... nothing. It was like it did not recognize the pod. I removed that pod and tried another one that was undamaged. It did the same thing. I've never had this problem before, even with the European pods designed to brew larger cups (14-17 oz.). Not one to give up, I used a Starbucks Nespresso pods I had bought previously, and it worked perfectly. I also tried my stainless steel re-loadable pod using the coffee from the damaged pod, and it worked like a charm too. It tasted great, so flavor and freshness get 5 stars. Value for money only gets 1 star since I buy these pods for the convenience of making one cup of coffee when I don't want to make a whole pot, but cutting the pod open to get the coffee out so I can transfer it to my stainless steel pod to make a cup is not convenient by any stretch of the imagination. My overall rating for these is 2 stars, and that is just me being nice.

Update:
If you follow the link below it says, ""The only Nespresso Vertuo machine [Vertuo Next] that brews 6 sizes: coffee (5 oz, 8 oz, and 14oz), Espresso (single and double). New pour-over style caraffe (18 oz) coffee exclusively for Vertuo Next. My machine is the Nespresso Vertuo Breville. Unless you have a Vertuo Next these pods won't work.

https://www.amazon.com/Nespresso-Espresso-Breville-Capsules-VertuoLine/dp/B08DK17SCH?th=1#:~:text=The%20only%20Nespresso%20Vertuo%20machine%20that%20brews%206%20sizes%3A%20coffee%20(5%20oz%2C%208%20oz%2C%20and%2014oz)%2C%20Espresso%20(single%20and%20double).%20New%20pour%2Dover%20style%20caraffe%20(18%20oz)%20coffee%20exclusively%20for%20Vertuo%20Next",2
"I recently tried the Nespresso Capsules VertuoLine Variety Pack featuring Stormio, Odacio, and Melozio, and unfortunately, the taste did not meet my expectations. Despite the promise of medium and dark roast coffee, I found the flavors to be lacking depth and richness. The overall taste left me unsatisfied, and I may explore other options for a more enjoyable coffee experience.",2
"Too expensive for amount you get. Plus had to accept decaf which was disappointing",2
"Very expensive but cheaper than Starbucks everyday and 100% better tasting. I wish they had more variety",3
"Too expensive for what you get. A generic product would be awesome!",3
"This is great for people first getting a Nespresso machine, but I would recommend just using the flavors that they give you to determine your favorites! Save your money and get what you love, I recommend Ice Leggero and Bianco Dopio. I rarely use these flavors but it still is not bad to have just incase.",3
"Coffee is as expected - relatively dark roast with hints of chocolate. Unfortunately, the single box of 10 capsules was mailed in a plastic envelope, and it arrived crushed, damaging at least one of the capsules. These envelopes are usually ok when ordering three boxed sleeves of capsules but not appropriate for one box. This coffee, and any product really, is too expensive to lose one or two capsules through mishandling in packaging and transit.",3
"I have these on my subscribe and save every single month. These 3 flavors are so delish and foam up really nice. I do with they had another trio of flavors I could try, hence the 3 star review.",3
"4 of them are damaged and messed up and a couple are partly open…",3
"I didn't like the flavor of coffee.",3
"I ordered these product and only received one box out of three. So I called Amazon and they sent a new order. The reason for the 3 stars 😒. They tried to rip me off with just one box of 10 vs 30. So here’s the picture of the second order after calling. The coffee however is great.",3
"I’ve been ordering for years and occasionally get a defective pod. This shipment had several defective pods in each box. They still appear to work when put in machine, but watery coffee and no foam",3
"I was not very satisfied with the flavor of these three choices. Of course if you have a Nespresso machine it is very convenient to pop in a capsule, press the go button, and have a nice hot cup of coffee in a couple minutes. I am not a heavy coffee user but drink 3 cups through the day. So even with those few coffee drinks the capsule’s costs add up quickly in one month. So even though the convenience is hard to beat, the value for the money is easy to beat! I have returned to my drip coffee maker but changed to a burr grinder. I grind just before making a pot of coffee and have found a flavor that I was missing all along, which I thought I needed an espresso machine to get that, but not.",3
"I have been happy with these Vertuo pods. A few are a little light for my taste but overall quite good. A little expensive too.",4
"Love the flavor",4
"Would love to order boxes of 10 of customers choice.",4
"These are full of flavor, super fresh and can be recycled entirely!!! (But, oh, the price...) I guess for a luxury, it's a minor issue.",4
"Delicious, but a little pricey!",4
"We love the flavor very happy with that not happy with slow delivery",4
"Great for that fist
Joe in the am",4
"This rich and flavorful coffee is the only thing that gets me through my day. Use it to make any coffee, I like mine over ice. Nespresso is by far the BEST and EASIEST coffee EVER!!!!",4
"Good quality, but would like to see more generic brands come to bring overall price down.",4
"drink",4
"Ordered the 3 flavor assortment, which was promptly shipped and couldn't wait to try out the flavors. All three are pretty good, with great crema and plenty hot enough for me using a Breville machine. After trying all three flavors over the course of about 2 hours, I really didn't have an overwhelming favorite, but noticed I was feeling jittery and a bit light headed. Did some research and find that Nespresso states all of the 7.77oz capsules contain between range between 170 to 200 milligrams of caffeine per cup. So drinking three 7.77oz VertuoLine coffees means you have consumed between 510 and 600 milligrams of caffeine, and if you check, Red Bull has 111 milligrams of caffeine per 12oz can...therefore you have swallowed the equivalent of 4.5 to 5.5 cans of Red Bull! Shame on me for not looking this up in advance but I now know to limit my intake, and also have switched to the half-caf capsules which are really delicious but not as likely to over-caffeinate me!",5
"Flavor (5/5): Odacio pods bring a burst of boldness to my Nespresso experience. The rich and robust flavor profile is a delightful wake-up call for my taste buds.

Aroma (4.5/5): The aromatic experience is impressive, filling the kitchen with a tempting fragrance that signals a delicious cup of coffee brewing.

Compatibility (5/5): These pods are a perfect fit for my Nespresso machine, making the brewing process hassle-free. No mess, no fuss - just a great cup of coffee.

Versatility (5/5): Whether I need a strong shot to kickstart my morning or a bold pick-me-up in the afternoon, Odacio pods deliver a consistently satisfying coffee experience.

Affordability (4.5/5): While not the cheapest option, the quality justifies the cost. The indulgence is worth the price for coffee enthusiasts seeking a robust flavor.

Overall Impression: Odacio Pods for Nespresso are a bold and flavorful choice, delivering a consistently rich coffee experience. If you're a fan of strong, aromatic coffee, these pods are a must-try for your Nespresso machine.",5
"I’ve been a loyal Nespresso customer for years, and the VertuoLine Odacio capsules continue to impress me with their fast delivery and bold flavor.

First and foremost, Nespresso’s delivery service is second to none. Every time I order, my capsules arrive promptly, ensuring that I never run out of my favorite coffee. The convenience of having them delivered right to my door is unmatched.

As for the flavor, Odacio delivers a perfect balance of strength and mildness. The boldness of the dark roast coffee is evident with every sip, yet it’s complemented by a smooth and mellow undertone. It’s the ideal choice for those seeking a robust yet approachable cup of coffee to kickstart their day.

Overall, Nespresso VertuoLine Odacio capsules are my go-to choice for daily coffee enjoyment. With their fast delivery and satisfying flavor profile, they never disappoint. Whether you’re a seasoned coffee connoisseur or simply looking for a great daily brew, I highly recommend giving Odacio a try.",5
"Nespresso VertuoLine capsules were designed for Nespresso's VertuoLine coffee machines. These machines are unique because they use a patented Centrifusion technology to brew both coffee and espresso. Here are some common points:

Pros:
Convenience: Nespresso machines, in general, are praised for their convenience. The VertuoLine capsules, in particular, are known for their ease of use. You simply insert the capsule, press a button, and the machine takes care of the rest.

Variety: Nespresso offers a wide variety of coffee blends and flavors in their VertuoLine capsules. This variety allows users to explore different tastes and find the one that suits their preference.

Consistency: Users often mention the consistency in taste. Once you find a flavor you like, you can expect a similar taste every time you brew a cup.

Quality of Coffee: Many users appreciate the quality of coffee produced. While it might not match the complexity of freshly ground, high-end coffee beans brewed with a manual method, it's often regarded as superior to instant coffee.

Speed: Nespresso machines are known for their speed. You can get a cup of coffee or espresso in a matter of seconds, making them ideal for busy mornings.

Cons:
Cost: One major point of contention is the cost of the capsules. Nespresso capsules are more expensive per cup compared to traditional ground coffee or even some other single-serve pod systems.

Environmental Concerns: The capsules are typically made of aluminum, which is recyclable, but the recycling process might not be accessible or convenient for everyone. This has been a significant point of concern for environmentally conscious consumers.

Limited Customization: If you prefer to finely tune every aspect of your coffee brewing process, a Nespresso machine might feel limiting. The machines are designed for simplicity, which sacrifices some options for customization.

Dependency on Capsules: You're tied to using Nespresso's proprietary capsules. If you prefer to use freshly ground coffee from a local roaster, for instance, this system might not be the best choice.

Noise: Some users find Nespresso machines to be noisier compared to other brewing methods.",5
"These mild roast Nespresso pods have quickly become my morning favorite. The flavor is smooth and well-balanced, with just the right touch of brightness to start the day. Despite being a mild roast, each cup brewed has a rich aroma and a satisfying depth of flavor, without any bitterness.

I've found these pods perfect for when I want a gentler coffee experience, yet still desire that full, rounded taste. They work seamlessly in my Nespresso machine, producing a consistently good cup every time.

The convenience and quality of these pods are remarkable. For anyone who enjoys a milder coffee but doesn't want to compromise on taste, these Nespresso pods are an excellent choice. Highly recommend!",5
"I live my Nespresso VirtroLine beverage maker. Every time I make a brew I am transported to Italy. Finding the right flavors is important because the pods arent cheap! I find some of the pods too bitter. This is my most favorite flavored pod that I order over and over. I find the flavor bright and rich and not too bitter.",5
"I don’t like different notes in my coffee, so this is just perfect for me. It’s strong enough and very tasty. I look forward to mornings just to drink this lol 😆",5
"We purchased the Nespresso VertuoLine just after my daughter was born in 2019. We needed a faster way to make a delicious cup of coffee, as we are super coffee snobs, but not big fans of some of the other competitive quick cup makers on the market.
We received a sample pack of some of the pods, and the Melozio was just the best of the best. The warm, nutty tones with rich and slightly caramel-ly notes is exactly the flavor profile we need for our morning boost and is very comparable to a freshly pulled espresso.
We subscribe and save to this and happily receive our little box every 2 weeks.",5
"I've purchased this from amazon now 7 times. These flavors are a perfect balance if you need to change up your coffee every now and then. I've purchased from Nespresso's website but recently have only been purchasing from amazon since I don't have to meet a minimum spend for free shipping.",5
"I am a first time user to this coffee maker and found that I enjoy using the pods ordered. Pods have great taste and just the correct amount is made each time.",5
"Update February 2024

I've had this happen now a couple of times, not just a one off. If you don't like gross, turn away now.

.
.

The last two orders of these premier protein shakes are either bad batches from the maker or a storage issue.
There I was happily enjoying my cereal, when I feel something weird in my mouth, the cereal and protein drink that I'm using as a milk substitute.. and there's this slimy string hanging off my lips and another thing in the cereal bowl that looks like a worm. After getting over my initial disgust, I looked at the ""worms"" further. They look like congealed milk that was stuck to the bottom of the bottles(they had the same rounded edges as the bottle base). These usually have some protein powder that never quite get dissolved, this was not the cause of the worms.
*""Product is not eligible for return.

Currently I'm out close to $60 between the 2 bad batches.

I'll be using protein powder from now on and either a blender bottle or a NutriBullet to do the mixing myself, The extra hassle is worth not wasting money and most importantly not drinking curdled milkworms.

++Original review ++
A friend of mine sent these to me as a gift after they worked for her mother. I had a stint in the hospital and after getting out there with some rough going with my appetite. Muscle loss was a huge concern, as was keeping inflammation down. These have almost no sugar in them, and a very small amount of sodium.. sugar and sodium being major contributors to inflammation.
I used to drink two a day, now I use one for my cereal daily as a milk substitute.

If you're not as concerned about sodium content, I can highly recommend the peanut butter and chocolate, and the caffee latte as well.

Couple things to note:
The outer covering you have to rip off from the lid goes all the way down to the bottom of the bottle, and it can break a little early, it can also continue all the way down the bottle. Just expect it to do that about 50% of the time.

Also, as is the case with most drinks of this nature I take a sip of it, then put the lid back on and shake it up really well. Otherwise the protein powder or whatever it is that they use gets congealed and stuck at the bottom.

I don't know why, but the bottled version of this tastes way better than the box version. You'll know what I'm talking about if you already get them from Walmart or Costco.. those come in a boxy version that for some reason can sometimes have a petroleum taste (which I'm guessing comes from the container, since I've yet to experience that taste in any of the plastic bottle versions).",1
"I was originally happy to find these online, and that I could order as a subscription because finding the cookies and cream version of Premier Protein in stores can sometimes be a hassle. That said when these came in I threw them in the fridge immediately and later when they were cold I popped one open and immediately noticed that they that for some reason these ones tasted thinner. I also kept noticing thin goopy layers of protein hitting my tongue which I have never experienced before over the years of buying this product. I came to the conclusions that these are either a different product being sold as the same thing, or that these ones in the plastic containers dont properly store the product like the cardboard like containers do from the ones I usually buy at the store. I stopped drinking them right away though and it sucks because its a waste. Canceled my subscription and I guess I just need to keep trying my luck at the stores.",1
"The shakes have been coagulated with stringy floating thick amorphous strings of white filling the shakes and that’s after heavy shaking. I was your number one customer. Technically I gotta be up there still. So the shakes especially cookies and cream have had this problem now the last 3 months. Prior 3 months were great. Now coagulation problem is becoming a really gross experience of something I once loved. What the heck have they done to change it into this globular beverage. It’s like chunky white strings throughout the bottles. I’ve ordered cases upon cases. My dad confirmed the same thing brought it up to me without my mentioning. So this was not confirmation bias based. And he never complains at stuff I like especially that we both like bc he doesn’t want to hurt my feelings ever. He’s the best that way. But this disturbed him enough to ask what was going on with it. Bc him and I both would and do drink them religiously. Manufacturer or ingredients or storage needs to be changed and you guys need to product test to make sure you’re not month after month sending this stringy coagulated gump and taking my money in return for undrinkable dubious curd-like string shakes.",1
"I've ordered 3 times before with no issue; I love this shake. Right up until my last box. The first bottle I took a good gulp of and then wanted to vomit from a disgusting vaguely metallic and off taste that's was like something died in it or had gone completely rancid with a rotten flavor. I did not get sick from it and I chalked it up to one bad bottle. The second bottle smelled fine so I decided on a small sip. Nope. It was the same. I also didn't get sick from it so hopefully it's just completely disgusting in a non listeria/salmonella type of way. So sad. I'm terrified to buy ever again.",1
"So I've been drinking Protein Premier since October 2022. I found it as a great source of vitamins. In April 2023, I drank Protein Premier and noticed a weird taste. I took picture of what i saw from the bottle which looked like worms. I called to report this back to Protein Premier who said they would refund me the bottles that I drank. No follow up was ever done. In Feb 2024, I have sever bloating, itchiness, and diarrhea. I've noticed weird stools since Aug 2023, but never questioned. Now, I find out that I have worms which stumped my doctor because this should not be happening. Becareful with this product. The pics that I provide are a little graphic , but be warned that worms are in these drinks. Since I've been diagnosed with worms, I will never touch this protein drink ever.",1
"I buy these usually at Costco or Sam’s so these bottles were new for me. I didn’t expect it to be different but boy was I wrong. I have texture issues so in my first sip I gagged and cannot drink any more of the bottles. I got a mouth full of chunky nasty blobs. Best way to explain is like spoiled milk texture. I was so disappointed! especially with how much I had to pay for these compared to Sam’s or Costco and now have to throw them all away. I did try another bottle and it was the same thing so it wasn’t just one. And yes I shook them before. It looks like it’s just around the neck of the bottle but that’s the best picture I could get to show the kind of globs. I removed them and still got some throughout the bottle!",1
"I had the misfortune of accidentally tasting a shake that had gone bad. I add these to my iced coffee and my husband didn’t realize that these are not supposed to smell like actual feces. So far 2 out of the package I bought have been spoiled. The darker one in the picture on the left is the spoiled one. We now are inspecting each bottle before use and saving the labels of the rotten drinks. We’re traumatized by the stink, and I by the taste. I won’t be purchasing again.

This was the cookies n cream flavor btw.",1
"I LOVED this product. I had it setup on subscribe and save. Chocolate and Cafe Latte were my favorites. But then I started noticing there were chunks in the bottles. I tried shaking and shaking to get it mixed but these are hard and do not blend. It is almost like curdled milk. Yes, it tastes ok but the ick factor makes me throw the bottle away. It has gotten so bad that EVERY bottle has chunks. I’m bummed because I have 4 cases of the stuff and it sucks! Yes, I guess I could strain the shakes since it is most likely an ingredient that wasn't blended well but who wants to do that? I got these for taste and convenience. It’s time to find something else. :(",1
"First of all, I have been purchasing premier protein vanilla for years, and I will continue to purchase it. I use it in my morning coffee. Love most of the flavors!
But this batch is gross with slime and blobs. I didn't know they didn't offer refunds for the Premier protein. I shouldn't be stuck with a slimy blobby gunk product, because I got a bad batch from Amazon. I didn't realize there were no returns. This review is not about the product, but about the issue of no refunds or replacements for a bad product. When I had a thick,gross product a few years ago I took it back to the store and they issued a replacement. Never ordering premier protein from Amazon after this!",1
"You know when milk sits for too long and you get the ring of crusty milk at the top. Well, that is what it is like. Then to top it off, part of it come off and is was like a worm in your mouth that is still partially stuck to the bottle. So there it is dangling from the bottle staring me in the eye. But that wasn’t the worst. The chunks in my mouth much like curdled milk triggered a gag reflex that almost resulted in projectile commuting in the gym. Lesson learned don’t buy premade protein from Amazon. They most likely sell stuff that is closer to expiration dates than store do. I’m sure this stuff has a shelf life of a few years.",1
"I used this product almost daily for a year and the first couple of months I really enjoyed everything about it. From the 100 mg of caffeine which was a nice little boost in the morning or before working out. The 30g of protein. And the taste, which after getting cold in the fridge or pouring over ice was good. HOWEVER. I started receiving them with a stringy, sludgy ring around the top under the cap which was off putting. I did research and found out a stringy or wormy substance in a Premier Protein shake could be the protein powder or concentrate settling out of the water. FINE. I couldn’t stomach drinking the stringy goo so I just wiped it out with a paper towel before drinking. A couple more months later I started getting some that really started to smell bad and have even more string sludge on the bottom and in the drink itself aswell. I then would start to receive random flavors that I never even ordered instead of cafe latte. With everything added up I decided it was enough and ditched the product. I now use core power which has 42G of protein and have had 0 problem with sludge (even the reviews are pretty consistent of not having any) and taste very good. All in all, if you can pay a little more money to try and avoid these negatives I say do it. It’s worth it.",2
"With a name like pumpkin spice I, perhaps, mistakenly, envisioned a pumpkin pie tasting beverage, or at least more of a pumpkin flavor. It was just spice. I really did not detect pumpkin. The peaches and cream is great and I would love to try the strawberry and cream but it is never in stock. I went with this for some variety. Disappointed in the result. If you like spices, not hit, just spiced, go for it, if you like pumpkin, maybe look elsewhere for your fix.",2
"I drink several different flavors of premier protein, including pumpkin. However, this order of pumpkin has been awful. Every single bottle is full of stringy, worm like coagulated bits. It's incredibly gross and a horrible waste of money. Undrinkable with slimy bits in it. Not sure if it was stored or shipped improperly but its awful. I don't think I will be ordering again as it's pricey and I can't trust it will arrive drinkable.",2
"I’ve been drinking the cafe latte and chocolate premier protein shakes for years and never had a problem until recently. I don’t know what’s going on at the manufacturing plant that’s causing all these chunks but I’ve had them in the café latte and the chocolate varieties. Where you purchase them from doesn’t matter because I’ve had this same issue with shakes purchased from Costco and Walmart as well as Amazon. Time to find another brand sadly.",2
"I’ve always loved PP but the last two packages I got (vanilla and caramel) have a gross film inside the bottle and on the bottom - even if I shake extremely well. It doesn’t melt into my coffee either it just falls to the bottom and then I will get it in my last sip and it’s effing disgusting. This will be my last time purchasing unfortunately after years of being a loyal customer.",2
"I bought the cafe latte as I am a coffee lover, but I find the flavor and smell of this flavor to be absolutely horrible. It smells something old or bad or rotten. I know that protein shakes can sometimes have a weird flavor to them, but I have never had something taste this bad. I have to plug my nose to drink it or mix it with another drink in order to cover up the taste. It leaves a horrible aftertaste in your mouth as well. I do want to try a different flavor as I like the convenience and thickness of the protein shakes but I will never buy the cafe latte flavor ever again.",2
"Every single one of these bottles had an undissolved rubbery clump in it. I even tried to dissolve it by putting it in a blender but nope. Will never buy these again. I subsequently bought the premiere protein version with the Energy and immune nutrients in it. Costs a little more but it doesn’t have the rubbery blobs in it. Skip this version.",2
"Get four boxes of these delivered every month. Great for post-workout or for supplementing macros in general. Usually good but not necessarily consistent. Last box came and taste was off, like somewhat sour with a mild odor. Tried my third shake now and they all have the same problem with no option for a refund. Will have to throw out and hope my next set of boxes doesn’t have the same problem

Edit: next set of boxes came and it had the same problem. After reading some other recent reviews this seems to be a problem other people are experiencing as well. Appears the product has dropped off in quality. Canceled my subscription and will now be looking for another protein shake",2
"I ordered the strawberry flavor and there is a strawberry on the bottle but it is definitely not strawberry that’s why such a low rating. I have it and it isn’t cheap, so I have to drink it. I was buying Ensure strawberry and that definitely was strawberry. My primary care physician recommended the Premier drink that’s why I came to Amazon.",2
"I love the Premiere Protein shakes, but these bottled versions that are sold on Amazon are noticeably worse than the boxed versions I buy in stores. The bottles have consistently worse flavor, weird stringy plastic like pieces floating in them, and I actually got a full case of the chocolate recently that was rancid even though the date was good. Not only do the bottled shakes taste worse than the paper boxes, but they’re also much more annoying to open.

Stick to the boxed version! I wish Amazon would sell those instead. I straight up am done buying the bottles. They’re too inconsistent with their quality.",2
"I picked these up after stomach surgery. These do not use protein isolate and as a result have lactose. If you are sensitive to lactose these are not for you. Look for protein isolate products, not just protein.

Protein drinks and protein isolate drinks are both popular supplements used by athletes, fitness enthusiasts, and individuals looking to increase their protein intake. The primary difference between the two lies in the type and concentration of protein they contain.

1. Protein Drinks:
Protein drinks, often labeled as protein shakes, can contain various sources of protein, such as whey, casein, soy, or a blend of different proteins. These drinks may also contain carbohydrates, fats, vitamins, minerals, and other additives. Protein drinks are designed to provide a convenient and quick way to consume protein, and they are often used as meal replacements or post-workout recovery drinks. The protein content in these drinks can vary widely, and they may not have as high a protein concentration as protein isolate drinks.

2. Protein Isolate Drinks:
Protein isolate drinks are made from protein isolates, which are highly refined forms of protein that have undergone additional processing to remove the majority of fats, carbohydrates, and other non-protein components. Whey protein isolate and soy protein isolate are common types. These drinks are characterized by their high protein content, often containing 90% or more protein by weight. Protein isolate drinks are popular among those who want to minimize their intake of fats and carbohydrates while maximizing their protein intake. They are often chosen by athletes and bodybuilders during periods of intense training or when following specific dietary protocols.

In summary, the main difference between protein drinks and protein isolate drinks is the protein content and the level of refinement. Protein drinks can contain a variety of proteins and other nutrients, while protein isolate drinks are specifically focused on delivering a high concentration of protein with minimal additional components.",3
"First off I LOVE the chocolate flavor of these, nothing negative to say there (the protein to calorie ratio on any flavor of these is awesome!). But the respective star ratings on this review are specifically for the bananas & cream one.

I thought the bananas & cream flavor sounded good but didn't realize that it was going to be similar to the Gros Michel banana flavor, i.e. like banana-flavored candy which doesn't taste the same as the common Cavendish bananas most people eat. (Apparently there's a grain of salt to be taken with that theory about banana-flavored candy, but regardless, most people will know what I mean here.) Since it's a mass-produced packaged drink, I should have suspected it honestly, but alas. I personally am not a fan of that type of banana flavor at all, however they're still drinkable and I'll get through this pack. Then I'll go back to my chocolate ones.

I was nervous about straying from what I know & like and I was NOT rewarded lol.",3
"I am subscribed to receive a box of these every 2 weeks, for the most part they are great. good proteins and an extra kick in the morning so I don't need a coffee, but every once in a while there is a brown mucus that is stuck on the bottom of the bottle. After shaking it and then drinking your now picking it out of your teeth and it is GROSS. I am not sure if I got a bad batch, but i just got a new box 2 days ago and I am 2 for 2 being bad. This morning I left about 1/5 of the bottle as it was mostly floaties in it So I threw it away. hopefully this isn't an ongoing thing or I will be canceling",3
"The Premier Protein was in a seperate box within a larger box that also included a book. I e of the bottles of protein drink had a broken seam which leaked the protein drink all over the other bottles and the box, as well as onto the book and the larger box, making it hard to get open because the sticky chocolate drink had partially dried. The bottom edge of the book was also covered in the chocolate protein drink which had dried. I can still read the book but pages are stuck together and some pages tear when I try to separate them. Big mess to clean up! I didn't take pictures because I put the messy boxes in the trash right away.",3
"I really wanted to like this one. I was disappointed when I had the first one. To me it has a chalky taste. I love all the other flavors I have tried. This one is not one I would buy again.",3
"A string of ""something"" that looked like skin was in 3 of the 12 bottles that was purchased. Although the chocolate drink had a good flavor, the substance was a gross turnoff. Not sure I can recover! Yuck!",3
"I did not like this drink.Im not a real chocolate lover.but I was able to mix it with my coffee. If you love chocolate, this is for you.Not a lot of peanut butter taste to me.",3
"This particular bottle is not good. There are chunks of something in there. I couldn’t drink a whole one. But the othe bottles is ok. I drink it every day.",3
"Good product overall.

Disappointing to note coagulated product at the top of the container and in the lid. Even shaking well does not disperse the build up.

Noted on subscription ordering product expire dates are within 6 months but in stores like Costco or Sam's product sold is good for one year?

Seems like subscription shopping gets you old product sent even if still inside expire date, build up in opening and lid show aging.

Price is higher even with discount for subscription. Not good choice given product quality at presumably 6 months of shelf life.

I have cancelled my subscription.",3
"has a slight chemical taste, but not as bad as some of the other flavors of this product. It has a low potassium content, which is important to me.",3
"Overall, the taste of these was pretty good. Not too chalky. I bought a 12 pack of the 11.5oz bottles, and some of them had stringy things in them - even after shaking them up. Once I took a few sips, I was able to shake it up more, and the problem seemed to stop. But some of the pieces were kinda big, and made me gag. Also, if you shook them up too much, they got pretty frothy.

I liked the Walmart brand of the same kind a lot more.",4
